0,84.6674
1,95.0159
2,62.7784
3,79.6075
4,91.1239
5,84.3471
6,74.2605
7,67.0218
8,63.5764
9,79.4330
10,29.4799
11,60.6812
12,63.0239
13,73.7466
14,53.8935
15,64.4538
16,91.2976
17,67.3811
18,86.1877
19,58.4943
